,고유번호,기업명,자산총계,부채총계,자본총계,당기순이익,연도
1797,00136341,신성통상,691880234255,463116498626,228763735629,2555720182,2019
1798,00138297,STX,560107000000,503816000000,56291000000,-33218000000,2019
1799,00138729,아세아제지,848228967713,263353496904,584875470809,61440520886,2019
1800,00140964,영원무역홀딩스,3789427813762,1213687376031,2575740437731,227683258590,2019
1801,00141273,웰바이오텍,119823955761,44187469537,75636486224,-16552641463,2019
1802,00141389,영풍정밀,335021302894,50621091560,284400211334,12579038665,2019
1803,00141413,영화금속,201880456881,131162598567,70717858314,264119331,2019
1804,00142661,우성,335926097691,162662574789,173263522902,11867930858,2019
1805,00144164,SK가스,4082417323183,2421595551264,1660821771919,154118607914,2019
1806,00145598,이연제약,274482251833,52190654111,222291597722,5939802013,2019
1807,00145686,이화산업,282716897421,104824446318,177892451103,-4760001261,2019
1808,00148948,조비,91685509979,43723280752,47962229227,-127820028,2019
1809,00148993,하이트진로홀딩스,3836704099756,2854140489866,982563609890,-40132480382,2019
1810,00152039,SG글로벌,204066347761,74001789767,130064557994,753300732,2019
1811,00152686,코리아써키트,478120049110,87628191590,390491857520,2124891038,2019
1812,00153755,태양금속공업,393674464925,322046143268,71628321657,-22140537158,2019
1813,00155355,풀무원,1484556453749,1021454494037,463101959712,-7535425367,2019
1814,00155531,풍산홀딩스,938630238588,216306558844,722323679744,24174967454,2019
1815,00156150,하이트론씨스템즈,55580995978,38483318021,17097677957,-17825443493,2019
1816,00158149,한국쉘석유,141114506335,43195103685,97919402650,21026586664,2019
1817,00158219,시그네틱스,182878840086,46416597495,136462242591,-22949225025,2019
1818,00159698,지역난방공사,5892614209982,4363220622032,1529393587950,-25579850538,2019
1819,00160375,진양폴리우레탄,43396757140,16812694359,26584062781,7552693845,2019
1820,00164706,현대약품,146414918033,62990580318,83424337715,1212848477,2019
1821,00168331,국동,133723726191,68242500009,65481226182,-4523376158,2019
1822,00168401,금비,260180107120,96636403237,163543703883,10620898553,2019
1823,00171265,파라다이스,3470353602407,1866151021754,1604202580653,6729906734,2019
1824,00172228,엔케이,145821945173,56125297664,89696647509,-26616958075,2019
1825,00173944,우진,199870388998,67143964186,132726424812,-13993500958,2019
1826,00176835,농우바이오,289864328942,58109536780,231754792162,6985733291,2019
1827,00181299,상아프론테크,248318384822,104512905708,143805479114,12453879353,2019
1828,00187415,코미팜,125644472893,49478644030,76165828863,-23266627648,2019
1829,00210856,코아스,77314339353,51994119523,25320219830,2120412769,2019
1830,00228350,신화인터텍,184128026293,87540483434,96587542859,9472696178,2019
1831,00260383,대한유화,2026475125984,247864385471,1778610740513,106342325026,2019
1832,00292434,인트론바이오,89032049654,24013463565,65018586089,-3187562179,2019
1833,00300548,현대리바트,752808371990,294855425403,457952946587,19465668792,2019
1834,00301246,SFA반도체,661228514368,345386475373,315842038995,20822398732,2019
1835,00366137,KG ETS,433209372116,190816360449,242393011667,97780141929,2019
1836,00369170,인터플렉스,351362963161,133561263393,217801699768,-28269349781,2019
1837,00378628,KH바텍,283444245278,98937817604,184506427674,-11583401436,2019
1838,00400857,에이블씨엔씨,433270431730,176899982158,256370449572,-9608632112,2019
1839,00406046,STX중공업,447548959282,317544514598,130004444684,-35895796697,2019
1840,00413046,셀트리온,3893691606446,986733418125,2906958188321,297969202613,2019
1841,00414850,효성 ITX,159341636763,107614359480,51727277283,10829854983,2019
1842,00453929,메디포스트,213719038755,101759804190,111959234565,-14121187133,2019
1843,00454946,그린케미칼,186816236262,78322382464,108493853798,5580405806,2019
1844,00458234,아시아나IDT,228597212756,87216182448,141381030308,-8051798119,2019
1845,00549891,케어젠,231847040571,14970961506,216876079065,28019473514,2019
1846,00573579,평화산업,194159753902,160686188136,33473565766,-7210043920,2019
1847,00587457,갤럭시아머니트리,240358045533,148992776841,91365268692,8838255285,2019
1848,00608802,텔콘RF제약,129486701057,16361859270,113124841787,-54961722493,2019
1849,00612294,피엔티,500330962453,428645896022,71685066431,-3016157727,2019
1850,00632304,JW홀딩스,1243461898934,891844380375,351617518559,-31636720383,2019
1851,00648721,SNT에너지,333897234560,88942324810,244954909750,15452272592,2019
1852,00823429,한국화장품,81307960199,46114503703,35193456496,-17224383050,2019
1853,00828789,대성산업,1032388422641,645078322775,387310099866,-63092818238,2019
1854,00852087,시디즈,67071397536,35030466052,32040931484,7814880165,2019
1855,00855093,선진,983329180416,652036555841,331292624575,20262797014,2019
1856,01009789,코스맥스,1204354192976,887881614220,316472578756,18319679109,2019
1857,01108099,현대코퍼레이션홀딩스,241419346296,61945263683,179474082613,9708951655,2019
1858,00105466,KCC건설,1039194850951,661659129871,377535721080,28228638237,2019
1859,00105606,금호에이치티,322078193091,149447504062,172630689029,-75222682,2019
1860,00106368,금호석유화학,4538042397798,1908470889402,2629571508396,294696728256,2019
1861,00107613,이수페타시스,416712435733,340687564484,76024871249,-91099124274,2019
1862,00108940,대성홀딩스,1135842550336,596032747150,539809803186,17926750781,2019
1863,00109189,대덕,1201854194852,162147974872,1039706219980,64557559202,2019
1864,00110608,DSR,240410406795,85074300200,155336106595,8785193596,2019
1865,00116301,NI스틸,258675167065,147790456217,110884710848,6417500351,2019
1866,00118345,디아이동일,956980357290,431474519067,525505838223,26344949771,2019
1867,00120076,LX인터내셔널,4875982304085,3327366254250,1548616049835,-14860961304,2019
1868,00122579,BYC,693882852856,259555399205,434327453651,27788949736,2019
1869,00122737,팬오션,4454177000000,1554646000000,2899531000000,147727000000,2019
1870,00123541,보해양조,163069253504,86677023427,76392230077,-20194794974,2019
1871,00123781,부국철강,122258587601,9715737595,112542850006,1838565286,2019
1872,00124151,부산주공,282063933902,251993670843,30070263059,-21586910515,2019
1873,00126414,삼성제약,168532386233,25703072656,142829313577,6885173793,2019
1874,00126566,한화에어로스페이스,8708410720271,5853055428024,2855355292247,162427318272,2019
1875,00129280,삼화전자공업,60400094607,44246179343,16153915264,-3221224364,2019
1876,00129350,삼화콘덴서공업,214833603174,60938446860,153895156314,29819448971,2019
1877,00129679,녹십자,1959299527595,775222802774,1184076724821,-11287400054,2019
1878,00130772,SBS,1247762887743,600644858646,647118029097,20934114760,2019
1879,00131692,서흥,708861042205,379866417065,328994625140,37366003811,2019
1880,00132628,성문전자,42506306644,15096843937,27409462707,-1848787920,2019
1881,00133335,성창기업지주,703302244198,177896782203,525405461995,-10875066038,2019
1882,00134723,페이퍼코리아,627860658796,614819433493,13041225303,-27833229817,2019
1883,00135050,팜젠사이언스,100034914320,43788769612,56246144708,235995594,2019
1884,00135962,신라교역,619927969163,101796691431,518131277732,10313816051,2019
1885,00136624,신영와코루,348312196066,33947463102,314364732964,2872501044,2019
1886,00138224,쌍용씨앤이,3328814818458,1526312079176,1802502739282,131557146943,2019
1887,00141477,영흥,310862513483,144538961350,166323552133,1062345397,2019
1888,00142865,WISCOM,134193745652,16219914324,117973831328,1076011033,2019
1889,00143527,경동인베스트,605467383487,190933745534,414533637953,8856009136,2019
1890,00144252,유니온,325173584878,182382635448,142790949430,-12637321810,2019
1891,00148896,OCI,4811211712000,2125488240000,2685723472000,-807386477000,2019
1892,00149655,삼성물산,45905516600415,19213420293061,26692096307354,1047890680687,2019
1893,00151128,모토닉,440900555804,32950954575,407949601229,11354807647,2019
1894,00155124,평화홀딩스,502912078919,378866933606,124045145313,-21766310640,2019
1895,00158112,한국수출포장공업,308084432270,60316495628,247767936642,18020495763,2019
1896,00159573,한국주철관공업,351976404892,83056761640,268919643252,7221415229,2019
1897,00159786,유니드,1076285813831,367476915131,708808898700,67465575939,2019
1898,00159971,KC그린홀딩스,816143779044,521778676607,294365102437,14327973321,2019
1899,00160232,KSS해운,957238168720,676238454283,280999714437,23435296380,2019
1900,00161125,한온시스템,7082369012654,4744866815510,2337502197144,322613422517,2019
1901,00161976,한세예스24홀딩스,1731430277344,1135524402237,595905875107,3148382891,2019
1902,00164609,현대미포조선,3380628394000,1026666920000,2353961474000,61178074000,2019
1903,00166519,화천기공,374944125540,78284214798,296659910742,7454029037,2019
1904,00167192,넥센,4098014996093,2081511599531,2016503396562,113665524815,2019
1905,00167208,흥아해운,430962722421,400043338929,30919383492,-51356550723,2019
1906,00170558,코웨이,2854954793880,1777759209346,1077195584534,332207676536,2019
1907,00174004,유성기업,396398403433,90542759500,305855643933,19032126379,2019
1908,00186559,콤텍시스템,161498210166,66611013314,94887196852,1048801839,2019
1909,00191588,삼원강재,249461227874,39515340753,209945887121,10433347560,2019
1910,00194947,한전산업,188945221420,103112807103,85832414317,17305484389,2019
1911,00225706,JW생명과학,201403949401,78788450485,122615498916,21938439038,2019
1912,00231363,LG유플러스,17941050000000,10591434000000,7349616000000,438831000000,2019
1913,00231372,롯데관광개발,566146122619,267765416652,298380705967,-14094195795,2019
1914,00241005,코오롱플라스틱,338684831650,141051096811,197633734839,5389002564,2019
1915,00242378,이지홀딩스,1782657219899,1052416333836,730240886063,-13028828717,2019
1916,00260930,에스엠,1115620586546,482852438972,632768147574,-16182525437,2019
1917,00261443,엔씨소프트,3346377400385,834211969584,2512165430801,359154722508,2019
1918,00264547,KG이니시스,1278010860104,897284369018,380726491086,60026123572,2019
1919,00273110,에스티큐브,52377928087,23562403304,28815524783,-12047484082,2019
1920,00298270,안랩,260216803980,54544804712,205671999268,19142259340,2019
1921,00303217,우진플라임,267791145501,215158970005,52632175496,-13605914722,2019
1922,00306454,한국정보인증,109192282975,23963367494,85228915481,7140226287,2019
1923,00309503,한국항공우주,4367135608525,3183974946284,1183160662241,168292166221,2019
1924,00313649,현대바이오,63235589162,16245755313,46989833849,767215168,2019
1925,00347062,현대바이오랜드,209051967983,53328418498,155723549485,10848888561,2019
1926,00377610,세아홀딩스,5456657504692,2424279025081,3032378479611,48464791274,2019
1927,00390055,종근당바이오,233347513272,74884900785,158462612487,12264879957,2019
1928,00405278,KG모빌리언스,450696701736,213233471292,237463230444,17606274784,2019
1929,00407814,크리스탈지노믹스,379189387374,153972522569,225216864985,-38091103252,2019
1930,00414601,유니퀘스트,349702333313,135266546967,214435786346,22448564091,2019
1931,00415628,세진중공업,408589323391,246255227907,162334095484,3096433400,2019
1932,00428729,대호에이엘,80920215763,54555866170,26364349593,-3506994395,2019
1933,00459871,농심홀딩스,1216468898815,294369752516,922099146299,36622341407,2019
1934,00525934,LX세미콘,629733290317,157526494823,472206795494,38538518233,2019
1935,00571483,오이솔루션,184366984034,45058614573,139308369461,46065235863,2019
1936,00579999,고영,305481183830,61812656261,243668527569,29559680081,2019
1937,00593032,LF,2417125014216,1025585468436,1391539545780,69449582944,2019
1938,00679314,동성케미컬,850518403080,432089341542,418429061538,25020518478,2019
1939,00728638,한세실업,1179455696933,724452009761,455003687172,-17267716614,2019
1940,00759294,와이솔,419012003253,78582447551,340429555702,30387778576,2019
1941,00819073,인크로스,144263389698,78518897511,65744492187,9314082227,2019
1942,00917861,슈피겐코리아,346250549441,51641801216,294608748225,40280862675,2019
1943,00936787,애경케미칼,492826341443,132825682038,360000659405,30373170988,2019
1944,01074862,메가스터디교육,432816424520,182259342346,250557082174,48427353346,2019
1945,01090471,씨아이에스,169743005337,120073068259,49669937078,11194388752,2019
1946,01205842,현대건설기계,3188050894000,1610907648000,1577143246000,50881204000,2019
1947,01205851,현대일렉트릭,2256474848477,1556258916971,700215931506,-264300822542,2019
1948,01412822,솔루스첨단소재,494200175438,353568066473,140632108965,4493418770,2019
1949,00102858,고려아연,7840561221499,1002169326090,6838391895409,638613351819,2019
1950,00103130,플레이그램,42708082818,1359385387,41348697431,-3276104129,2019
1951,00104573,국일제지,125508720418,81512674093,43996046325,-38326422004,2019
1952,00105299,금강공업,834006206201,488064598165,345941608036,-4951773770,2019
1953,00106641,기아,55344798000000,26366660000000,28978138000000,1826659000000,2019
1954,00106881,인디에프,149413338281,86741631105,62671707176,-3238303724,2019
1955,00107598,남양유업,1056364684667,144126147430,912238537237,29231215701,2019
1956,00108038,엔피씨,403765363181,119562522007,284202841174,14370309765,2019
1957,00109161,태경케미컬,135621494696,17130138423,118491356273,9823097442,2019
1958,00112970,대한방직,197730296951,71652140513,126078156438,-15955033416,2019
1959,00113508,노루홀딩스,1007372302316,439906012914,567466289402,19914490475,2019
1960,00114154,덕양산업,506308534267,445057018009,61251516258,-19681358953,2019
1961,00114792,동국제강,5439008436653,3493909750521,1945098686132,-81691128740,2019
1962,00117188,효성,6527055213077,3816813415960,2710241797117,150009464862,2019
1963,00120571,롯데칠성음료,3256509992171,2028505104216,1228004887955,-144005703597,2019
1964,00121543,무학,624618561534,109716160236,514902401298,23699586348,2019
1965,00124799,사조산업,1137411085874,652389981058,485021104816,-14445128812,2019
1966,00125150,SGC에너지,695852509295,383258761447,312593747848,426699381,2019
1967,00126186,삼성에스디에스,9021235882454,2296078793954,6725157088500,750448957378,2019
1968,00128555,삼천리,3912362194864,2519412874535,1392949320329,35974986020,2019
1969,00129554,갤럭시아에스엠,28241597853,6442847696,21798750157,-1375316170,2019
1970,00137809,SHD,65306966810,31146446607,34160520203,963220658,2019
1971,00138057,써니전자,61496542787,7617248820,53879293967,614759851,2019
1972,00138279,S-Oil,16333401000000,9836775000000,6496626000000,65429000000,2019
1973,00141246,SGC이테크건설,2034408015458,1515163710230,519244305228,31525628941,2019
1974,00141529,오뚜기,2152123515409,805641073941,1346482441468,99795074801,2019
1975,00145109,유한양행,2117200258200,467208886676,1649991371524,36612325771,2019
1976,00145880,현대제철,34366332508379,17132592383734,17233740124645,25613298147,2019
1977,00146296,일신석재,87279198703,35343263724,51935934979,909319769,2019
1978,00147222,전방,386595114678,255270270399,131324844279,-40256251159,2019
1979,00148276,제일기획,2252767351901,1295951762449,956815589452,139453304163,2019
1980,00149804,대유에이텍,1117314245928,881264978863,236049267065,17887239130,2019
1981,00150828,진흥기업,325811159734,228399869886,97411289848,20338293556,2019
1982,00151368,인터지스,419994906279,239819989486,180174916793,-44027324529,2019
1983,00151395,천일고속,80044782325,29041015484,51003766841,722508645,2019
1984,00155276,포스코케미칼,1730132565095,723814621859,1006317943236,101163401402,2019
1985,00159564,한국주강,48507645594,16295372676,32212272918,-13564455582,2019
1986,00161046,한독,748667225874,404672384495,343994841379,33925732940,2019
1987,00162586,한올바이오파마,191383402868,50965912355,140417490513,19174349790,2019
1988,00162993,한일홀딩스,3300043274787,1557596072126,1742447202661,49230379214,2019
1989,00163512,한진,3548368716753,2494469954773,1053898761980,-2865354871,2019
1990,00164788,현대모비스,46606064000000,14196442000000,32409622000000,2294311000000,2019
1991,00165583,E1,3594979133031,2391690337850,1203288795181,-52402496505,2019
1992,00166500,화천기계,158315534844,33722182733,124593352111,-6131778904,2019
1993,00173795,신흥,146698325636,58744380993,87953944643,2044205201,2019
1994,00176914,다우기술,24741606799542,22077381030365,2664225769177,395865387334,2019
1995,00177199,디씨엠,206972864121,32254205863,174718658258,23461523975,2019
1996,00177816,대주전자재료,191226386788,109060209500,82166177288,-700955198,2019
1997,00181712,SK,132020676000000,79838041000000,52182635000000,1607249000000,2019
1998,00193009,KH 필룩스,416767817304,144383183981,272384633323,-11683952086,2019
1999,00197476,코엔텍,198228799676,45423219165,152805580511,24126960609,2019
2000,00199252,HLB,362612148006,173369982097,189242165909,-59660076049,2019
2001,00219574,코스맥스비티아이,892716238226,536726136520,355990101706,-13904654336,2019
2002,00225159,SNT홀딩스,2236679025435,610745978474,1625933046961,124509305329,2019
2003,00230425,나노엔텍,46639328336,5613637029,41025691307,5749945332,2019
2004,00244455,케이티앤지,10752439455974,2012853967690,8739585488284,1037198624955,2019
2005,00252135,주성엔지니어링,450012280142,202194817570,247817462572,26551287475,2019
2006,00258689,JYP Ent.,207839679239,45489735142,162349944097,31220337653,2019
2007,00263654,오스코텍,72393422362,18027158831,54366263531,-24963194556,2019
2008,00273615,비케이탑스,95502489312,56326074476,39176414836,-37041894888,2019
2009,00303873,CJ CGV,4524046865181,3922936967719,601109897462,-239075347803,2019
2010,00360142,아이마켓코리아,1096877066115,670348308072,426528758043,25787600490,2019
2011,00372882,KTcs,378104045980,213983162684,164120883296,7530106676,2019
2012,00380429,CMG제약,192243166184,12084883053,180158283131,3051176651,2019
2013,00401731,LG전자,44859875000000,28434737000000,16425138000000,179948000000,2019
2014,00435312,하이스틸,234322434139,106660480248,127661953891,31538037,2019
2015,00444329,위메이드,296259242835,61598029106,234661213729,-28698789113,2019
2016,00536523,로보스타,166636025953,70221087418,96414938535,-4513022685,2019
2017,00552859,HLB테라퓨틱스,139519007523,63422711652,76096295871,-17179910320,2019
2018,00557933,진도,145086134401,45001984330,100084150071,-2731180249,2019
2019,00580199,메디톡스,421529503965,158848739640,262680764325,25563082881,2019
2020,00583424,아모레퍼시픽,5989007790647,1490166987522,4498840803125,223761027766,2019
2021,00631518,SK이노베이션,39526056607000,21316432845000,18209623762000,65774590000,2019
2022,00633835,HJ중공업,2470222000000,2225228000000,244994000000,306169000000,2019
2023,00661847,화인베스틸,210800584639,118656322836,92144261803,-7494971168,2019
2024,00838962,알서포트,78555022260,16560448650,61994573610,8870797405,2019
2025,00842619,레고켐바이오,141477453081,25568107367,115909345714,12475507793,2019
2026,00855163,미원화학,119057544051,16927799387,102129744664,13506620811,2019
2027,00904672,넷마블,5806087951025,1157746996133,4648340954892,169769227460,2019
2028,00937324,한국타이어앤테크놀로지,10164607903070,2977390789500,7187217113570,429614534254,2019
2029,01036446,서연이화,1820541997328,1198937515754,621604481574,-48334159059,2019
2030,01059605,디와이파워,262634138872,95587850998,167046287874,19083323900,2019
2031,01135941,원익IPS,899161666256,332607530256,566554136000,42862674126,2019
2032,01199550,현대에너지솔루션,481150927535,163296786652,317854140883,23547402252,2019
2033,01319808,한일시멘트,1383564299938,496505082339,887059217599,40504818424,2019
2034,00101433,경농,370874090990,168988818766,201885272224,7061856687,2019
2035,00103006,고려제강,2353652421041,871783823083,1481868597958,6058331604,2019
2036,00103510,인지컨트롤스,507936553042,320446213378,187490339664,-7814201486,2019
2037,00104388,국도화학,905420095055,377260253947,528159841108,35110067766,2019
2038,00105271,케이씨씨,9382221503013,4928994646675,4453226856338,-221877261778,2019
2039,00105961,LG이노텍,5770780509572,3566176252062,2204604257510,102300470956,2019
2040,00106614,기신정기,245756156505,12113428004,233642728501,15063122956,2019
2041,00111421,휴니드테크놀러지스,260965121649,145116828409,115848293240,7964233137,2019
2042,00112378,KR모터스,144081159835,108871143114,35210016721,-41041685086,2019
2043,00113492,깨끗한나라,538264108142,375819774094,162444334048,-11786429608,2019
2044,00113526,대한항공,27014118935120,24233326242485,2780792692635,-622761502186,2019
2045,00115384,동방아그로,194004603758,56855940526,137148663232,6466934672,2019
2046,00117230,TYM,628615584124,481506603760,147108980364,5224426435,2019
2047,00118521,진원생명과학,51152312180,27092145645,24060166535,-7618562789,2019
2048,00118804,동진쎄미켐,840710797540,480348778356,360362019184,58693161574,2019
2049,00120030,GS건설,13171205734337,9028178350231,4143027384106,447479242607,2019
2050,00120562,롯데지주,15605750443735,7813213753005,7792536690730,-411644597115,2019
2051,00120872,만호제강,249265095244,18875423385,230389671859,1066829030,2019
2052,00121039,명문제약,264441725201,184246225103,80195500098,-20832841844,2019
2053,00122348,방림,236858930844,47038827306,189820103538,5744852582,2019
2054,00122825,인스코비,50718972008,25019362257,25699609751,-24905320009,2019
2055,00125080,AK홀딩스,4327964555085,2898025666994,1429938888091,57377832577,2019
2056,00125521,에스엘,2273626562455,894908500877,1378718061578,87092916251,2019
2057,00125576,체시스,88630379691,61927759928,26702619763,-3697513083,2019
2058,00126308,삼성엔지니어링,4565711799514,3270525561644,1295186237870,323809854401,2019
2059,00129387,삼화페인트공업,560640699578,278473245224,282167454354,3893556444,2019
2060,00132804,성신양회,1029404716227,629142449293,400262266934,17377898352,2019
2061,00133511,SG세계물산,287724873803,82842126570,204882747233,9668208563,2019
2062,00135795,신도리코,947504079112,76867463051,870636616061,14487010503,2019
2063,00136402,신송홀딩스,199873920742,109231565097,90642355645,-34342177557,2019
2064,00137915,에스엠코어,106789669253,28277600872,78512068381,4591969319,2019
2065,00140168,지투알,503688015263,360775441451,142912573812,15258857126,2019
2066,00142883,우신시스템,311961834022,198789722516,113172111506,4161980796,2019
2067,00143314,에이엔피,132315026934,75331348677,56983678257,-7766242564,2019
2068,00144818,유유제약,137718626620,47173960036,90544666584,5563342662,2019
2069,00145437,아센디오,56809693044,66303525466,-9493832422,-64545339905,2019
2070,00146083,일동홀딩스,805625164013,484530688271,321094475742,-39954887980,2019
2071,00150244,하이트진로,3270859605479,2237663548924,1033196056555,-42394951310,2019
2072,00151863,센트럴인사이트,50795712224,43854027677,6941684547,-19373388599,2019
2073,00157070,한국단자공업,885601835659,175411367767,710190467892,31868435110,2019
2074,00157399,한솔테크닉스,495324316163,233482051643,261842264520,6443823613,2019
2075,00158963,유나이티드,331243655541,76144663553,255098991988,30915946389,2019
2076,00160588,한화,182286178000000,164022207000000,18263971000000,231054000000,2019
2077,00160861,한농화성,163356457912,43082691043,120273766869,9978317171,2019
2078,00161383,한미반도체,257474681329,37769479525,219705201804,19262572161,2019
2079,00163673,한진중공업홀딩스,1860663000000,1500188000000,360475000000,30355000000,2019
2080,00163691,유수홀딩스,521957790172,193360416885,328597373287,-2460450006,2019
2081,00172936,동일산업,404853414806,51048566546,353804848260,3750676199,2019
2082,00197759,미래산업,74810112068,8525933849,66284178219,-6153578881,2019
2083,00219097,BGF,1657381460248,129126735585,1528254724663,17515291535,2019
2084,00227333,네패스,521648374150,331008677299,190639696851,31091671181,2019
2085,00245472,티씨케이,250869537055,30411607879,220457929176,46830053413,2019
2086,00260392,대원전선,189591441581,109234723137,80356718444,-817858226,2019
2087,00260958,케이티알파,279817889675,74768524146,205049365529,1426362862,2019
2088,00269241,주연테크,61757553230,19012439946,42745113284,-4784335925,2019
2089,00302926,현대로템,4084281234000,3201401072000,882880161000,-355687197000,2019
2090,00305668,새론오토모티브,255546739423,42571400955,212975338468,-8320549121,2019
2091,00353878,다스코,214713941787,91396221126,123317720661,1888513802,2019
2092,00356361,LG화학,34024426000000,16640637000000,17383789000000,376104000000,2019
2093,00357740,NHN한국사이버결제,311913209701,184555496470,127357713231,24475778184,2019
2094,00360595,현대글로비스,10129735810035,5459455695590,4670280114445,502322713669,2019
2095,00361008,HSD엔진,830139139349,641618851202,188520288147,-41444357903,2019
2096,00369833,유니온머티리얼,174875888546,88749616859,86126271687,2268730643,2019
2097,00412597,현대홈쇼핑,2503844833978,774839980801,1729004853177,83168959284,2019
2098,00422895,세이브존I&C,579249830322,131317714620,447932115702,22262341287,2019
2099,00427483,대웅제약,1245668149263,609748054792,635920094471,28865605844,2019
2100,00442835,메타랩스,98289716301,39682954991,58606761310,-25362334391,2019
2101,00480950,이아이디,205252079412,67319727902,137932351510,465758861,2019
2102,00481454,금호타이어,3929463543364,2636829376191,1292634167173,-43403023052,2019
2103,00500254,GS,24739276000000,13739728000000,10999548000000,668945000000,2019
2104,00520887,비상교육,286170370038,71762132461,214408237577,11156442161,2019
2105,00540641,동양고속,186827240388,54625753371,132201487017,32744317864,2019
2106,00545734,아미코젠,241401291315,82993430247,158407861068,-237003485,2019
2107,00587466,KPX홀딩스,1448992399555,267661516991,1181330882564,75765290839,2019
2108,00613318,와이지엔터테인먼트,516346905463,94683750039,421663155424,-24642188675,2019
2109,00651901,에어부산,985775844327,877666773929,108109070398,-72910218046,2019
2110,00683469,일진전기,780849822476,477125356781,303724465695,3604463098,2019
2111,00759513,LX하우시스,2565579000000,1649601000000,915978000000,11565000000,2019
2112,00788773,씨젠,195715540240,42889887717,152825652523,26709827741,2019
2113,00808022,메지온,58873711912,16043627172,42830084740,-23251204215,2019
2114,00857480,사람인에이치알,130667966158,19409199877,111258766281,25460628552,2019
2115,00872984,이마트,21094758779809,10888018088222,10206740691587,223836243277,2019
2116,00877059,삼성바이오로직스,5911626511920,1557172766554,4354453745366,202904099088,2019
2117,01032486,두산밥캣,6704236324000,2725170048000,3979066276000,272115865000,2019
2118,01060814,삼양패키징,563858000000,277638000000,286221000000,28386000000,2019
2119,01258507,롯데제과,2716174956217,1415384426764,1300790529453,41628672249,2019
2120,00100939,강남제비스코,672270312827,111090443243,561179869584,17412513511,2019
2121,00101044,에이프로젠제약,365282978145,17646006977,347636971168,-3466524116,2019
2122,00102140,경인전자,56871283730,2407490833,54463792897,243035558,2019
2123,00102751,고려산업,206489849711,110666851118,95822998593,4728660727,2019
2124,00105156,극동유화,289929212225,120646493275,169282718950,14202848272,2019
2125,00105280,현대그린푸드,2966575687000,850199506000,2116376181000,63939929000,2019
2126,00106395,금호전기,73092108652,56239928874,16852179778,-33237745519,2019
2127,00108977,대구백화점,673555125034,387383697498,286171427536,-19263522260,2019
2128,00109824,대림통상,179479976890,87763774194,91716202696,-11708648733,2019
2129,00111111,대양금속,90520352112,23791778978,66728573134,3471572697,2019
2130,00112165,디아이씨,779788534362,593660803198,186127731164,-55659588101,2019
2131,00113243,대한제분,1005108274460,245259980306,759848294154,16993288734,2019
2132,00114765,케이비아이동국실업,559688329708,383312184728,176376144980,275497763,2019
2133,00117300,TCC스틸,314210087320,197366952812,116843134508,5037267071,2019
2134,00118026,동원산업,2986045255327,1907582869064,1078462386263,51402754321,2019
2135,00118044,동원수산,98682776626,47811442099,50871334527,5812026321,2019
2136,00120021,LG,22434630000000,3413609000000,19021021000000,1106755000000,2019
2137,00120508,롯데푸드,1321161787016,613629454831,707532332185,37522773399,2019
2138,00121570,문배철강,195251305539,83908129907,111343175632,2371990069,2019
2139,00124504,포스코인터내셔널,8959415088000,5911354252000,3048060836000,202398051000,2019
2140,00126201,삼성공조,258430844508,39687515520,218743328988,5039088673,2019
2141,00126487,F&F 홀딩스,684437158364,200705198778,483731959586,109943278059,2019
2142,00127167,삼영무역,510941658433,113357856545,397583801888,34851886002,2019
2143,00127857,삼익악기,612852994954,388688040775,224164954179,13089168235,2019
2144,00127954,CJ프레시웨이,1181663153051,892529739271,289133413780,9587493127,2019
2145,00128980,삼호개발,298782147397,108033669180,190748478217,21526295802,2019
2146,00129271,삼화전기,125230245157,63914777896,61315467261,3569595284,2019
2147,00129420,까뮤이앤씨,168876167146,97944104712,70932062434,13494869179,2019
2148,00129642,상신브레이크,452252699743,275371400402,176881299341,5490566179,2019
2149,00130684,서울도시가스,1583402074863,615585177036,967816897827,29464067352,2019
2150,00130879,서울식품공업,75967414642,51005015992,24962398650,-2007048286,2019
2151,00131939,선도전기,167027319234,80506187215,86521132019,-2154052672,2019
2152,00132868,성안,264791163042,230062717836,34728445206,-43560962940,2019
2153,00136271,신성이엔지,416614706743,294438376092,112956381732,2085195268,2019
2154,00137359,신풍제약,380113703681,170985479002,209128224679,5394986670,2019
2155,00140131,키다리스튜디오,41973984223,21005110070,20968874153,2273233726,2019
2156,00140779,영보화학,180831115939,34082513303,146748602636,4753725147,2019
2157,00141671,오리콤,195640666457,112768724414,82871942043,5931584534,2019
2158,00146454,일양약품,437456052821,214716738645,222739314176,19594666721,2019
2159,00146861,자화전자,348455186806,69853356748,278601830058,-280865214,2019
2160,00148540,CJ,40381364593000,25766279658000,14615084935000,323842817000,2019
2161,00149354,종근당홀딩스,1074739604962,334674173711,740065431251,79329792644,2019
2162,00153126,크라운해태홀딩스,1238166154288,778259311904,459906842384,-22509197937,2019
2163,00153524,태림포장,566299272981,245397507878,320901765103,21694174107,2019
2164,00154329,태평양물산,613319315927,428987185344,184332130583,11233484475,2019
2165,00154718,비츠로셀,163957501704,22512356564,141445145140,20081747481,2019
2166,00159023,SK텔레콤,44611620000000,21788084000000,22823536000000,861942000000,2019
2167,00160843,DB하이텍,1088889809571,444239079806,644650729765,104637012339,2019
2168,00161693,한샘,1202637976603,589338707132,613299269471,41343471759,2019
2169,00161860,한성기업,233558717156,183693908599,49864808557,-17371195375,2019
