기업명,자산총계,부채총계,자본총계,당기순이익,연도
삼원강재,2.57974E+11,45217837272,2.12756E+11,8119325113,2020
한전산업,1.63589E+11,80406633617,83182113623,13472556736,2020
JW생명과학,2.14402E+11,81908138577,1.32494E+11,17300052453,2020
LG유플러스,1.83502E+13,1.0699E+13,7.65121E+12,4.78065E+11,2020
롯데관광개발,1.19845E+12,9.7235E+11,2.26101E+11,-82068543116,2020
코오롱플라스틱,3.17913E+11,1.19662E+11,1.98251E+11,2969794771,2020
이지홀딩스,1.79908E+12,1.03891E+12,7.60166E+11,84524594930,2020
에스엠,1.06887E+12,4.52734E+11,6.16139E+11,-80341242406,2020
엔씨소프트,4.08121E+12,9.36522E+11,3.14469E+12,5.86613E+11,2020
KG이니시스,1.4005E+12,9.48345E+11,4.52158E+11,52980203486,2020
에스티큐브,50453117675,14427493383,36025624292,-15950423364,2020
안랩,2.80831E+11,63520382342,2.17311E+11,18478341256,2020
우진플라임,2.67622E+11,2.06845E+11,60776607628,7769632709,2020
한국정보인증,1.18768E+11,28061496390,90706272267,9753009769,2020
한국항공우주,5.15907E+12,3.92479E+12,1.23428E+12,72313949881,2020
현대바이오,93740989045,41403365809,52337623236,-8259902290,2020
현대바이오랜드,1.87658E+11,50429058080,1.37229E+11,-13545412534,2020
세아홀딩스,5.08493E+12,2.35791E+12,2.72702E+12,-2.6154E+11,2020
종근당바이오,2.83463E+11,1.14715E+11,1.68748E+11,6207398428,2020
KG모빌리언스,4.70246E+11,1.94834E+11,2.75412E+11,22473408507,2020
크리스탈지노믹스,3.1696E+11,96545017578,2.20415E+11,-12011959839,2020
유니퀘스트,3.79978E+11,1.43296E+11,2.36682E+11,20521129589,2020
세진중공업,4.48124E+11,2.8696E+11,1.61165E+11,3283951586,2020
대호에이엘,1.01175E+11,73758018949,27417453299,652578795,2020
농심홀딩스,1.24814E+12,2.74629E+11,9.73514E+11,68454176133,2020
LX세미콘,7.50602E+11,2.18318E+11,5.32285E+11,72528910564,2020
오이솔루션,1.95184E+11,48203757094,1.46981E+11,12352046635,2020
고영,3.02574E+11,56516358154,2.46058E+11,9161038005,2020
LF,2.47944E+12,1.06502E+12,1.41442E+12,28596029890,2020
동성케미컬,7.97944E+11,3.70735E+11,4.27209E+11,37181637432,2020
한세실업,1.02106E+12,5.99704E+11,4.21352E+11,25826803573,2020
와이솔,4.2307E+11,86057891849,3.37012E+11,3408649618,2020
인크로스,1.79308E+11,1.04778E+11,74530153158,12307080004,2020
슈피겐코리아,4.05368E+11,67860664007,3.37508E+11,54793852290,2020
애경케미칼,5.3215E+11,1.40944E+11,3.91206E+11,44326042106,2020
메가스터디교육,5.54023E+11,2.77085E+11,2.76938E+11,20994407313,2020
씨아이에스,2.33885E+11,1.69412E+11,64473700032,-4410655945,2020
현대건설기계,3.35586E+12,1.76833E+12,1.58753E+12,8504674000,2020
현대일렉트릭,2.27262E+12,1.59345E+12,6.79174E+11,-40246346429,2020
솔루스첨단소재,8.41168E+11,3.5131E+11,4.89859E+11,-11038453090,2020
고려아연,8.49965E+12,1.41262E+12,7.08703E+12,5.74829E+11,2020
플레이그램,69040671433,6899406385,62141265048,3639877574,2020
국일제지,1.2732E+11,58103461889,69216233912,-475294116,2020
금강공업,7.7916E+11,4.25895E+11,3.53265E+11,2298102140,2020
기아,6.04904E+13,3.05988E+13,2.98917E+13,1.48759E+12,2020
인디에프,1.38648E+11,97457008495,41190746266,-21671230260,2020
남양유업,9.98291E+11,1.37593E+11,8.60697E+11,-53500395041,2020
엔피씨,4.10579E+11,1.15195E+11,2.95383E+11,18864944430,2020
태경케미컬,1.40679E+11,16476999708,1.24202E+11,7734494041,2020
대한방직,2.13794E+11,77489052199,1.36305E+11,2643028241,2020
노루홀딩스,1.05108E+12,4.73115E+11,5.77969E+11,29097478022,2020
덕양산업,5.13044E+11,4.57267E+11,55776962834,-8997096301,2020
동국제강,5.41854E+12,3.28231E+12,2.13623E+12,69455194791,2020
효성,4.42975E+12,1.91543E+12,2.51432E+12,1220252292,2020
롯데칠성음료,3.46611E+12,2.16123E+12,1.30489E+12,-16801842344,2020
무학,5.98758E+11,74005602463,5.24752E+11,13249747923,2020
사조산업,1.0874E+12,5.84215E+11,5.03184E+11,12133246358,2020
SGC에너지,2.66567E+12,1.99759E+12,6.68077E+11,26213932423,2020
삼성에스디에스,9.15492E+12,2.29581E+12,6.85911E+12,4.52909E+11,2020
삼천리,3.85995E+12,2.46914E+12,1.39081E+12,27252090370,2020
갤럭시아에스엠,28554685149,7835257470,20719427679,983908622,2020
SHD,64200496109,29596284970,34604211139,489045220,2020
써니전자,65431756615,1602323384,63829433231,5837866939,2020
S-Oil,1.56905E+13,1.0008E+13,5.68248E+12,-7.96108E+11,2020
SGC이테크건설,6.6363E+11,5.25936E+11,1.37694E+11,1.80746E+11,2020
오뚜기,2.3393E+12,8.97375E+11,1.44192E+12,1.1038E+11,2020
유한양행,2.39352E+12,5.4702E+11,1.8465E+12,1.90402E+11,2020
현대제철,3.4845E+13,1.8152E+13,1.6693E+13,-4.4012E+11,2020
일신석재,94043686094,41825961360,52217724734,634642148,2020
전방,3.73433E+11,2.33103E+11,1.4033E+11,5903172533,2020
제일기획,2.24246E+12,1.22693E+12,1.01553E+12,1.5828E+11,2020
대유에이텍,1.16653E+12,9.27238E+11,2.39289E+11,21559438854,2020
진흥기업,2.82917E+11,1.64069E+11,1.18848E+11,20396827027,2020
인터지스,3.85985E+11,1.9681E+11,1.89174E+11,4606477192,2020
천일고속,67019917354,29080896014,37939021340,-6763102036,2020
포스코케미칼,2.08805E+12,1.06444E+12,1.02362E+12,29747509154,2020
한국주강,46460626063,16447220094,30013405969,-1332761454,2020
한독,8.18927E+11,4.37078E+11,3.81849E+11,26978482119,2020
한올바이오파마,2.20132E+11,38858947934,1.81273E+11,19764498918,2020
한일홀딩스,3.32014E+12,1.49674E+12,1.8234E+12,1.08496E+11,2020
한진,3.78865E+12,2.55073E+12,1.23793E+12,9096797906,2020
현대모비스,4.84977E+13,1.51696E+13,3.33281E+13,1.52685E+12,2020
E1,3.73145E+12,2.48799E+12,1.24346E+12,56330568928,2020
화천기계,1.46537E+11,26338052178,1.20199E+11,-4554983058,2020
신흥,1.46177E+11,54274739044,91901978902,12431335933,2020
다우기술,3.86222E+13,3.53771E+13,3.24518E+12,6.79446E+11,2020
디씨엠,2.27933E+11,38937544137,1.88996E+11,19961805539,2020
대주전자재료,2.06009E+11,1.18766E+11,87243008614,5251008932,2020
SK,1.37638E+14,8.57785E+13,5.18599E+13,-1.08432E+11,2020
KH 필룩스,3.83139E+11,1.13136E+11,2.70002E+11,-47132145215,2020
코엔텍,1.91437E+11,40047320345,1.5139E+11,25539177061,2020
HLB,7.06477E+11,1.49048E+11,5.57429E+11,-88716231805,2020
코스맥스비티아이,8.81565E+11,5.4933E+11,3.32235E+11,-17174579607,2020
SNT홀딩스,2.27049E+12,6.52957E+11,1.61753E+12,77889419554,2020
나노엔텍,52815450218,7328439229,45487010989,2736521017,2020
케이티앤지,1.14684E+13,2.37681E+12,9.09157E+12,1.17164E+12,2020
주성엔지니어링,5.49203E+11,3.218E+11,2.27404E+11,-8217719874,2020
JYP Ent.,2.2395E+11,37702367193,1.86247E+11,29636398233,2020
오스코텍,76387767596,19146657781,57241109815,-2046709557,2020
비케이탑스,69231084851,46182267987,23048816864,-48995223997,2020
CJ CGV,4.35486E+12,4.06697E+12,2.87885E+11,-7.51648E+11,2020
아이마켓코리아,1.11082E+12,6.93885E+11,4.16936E+11,28799711803,2020
KTcs,3.84919E+11,2.15175E+11,1.69744E+11,11323278275,2020
CMG제약,1.95356E+11,14224578209,1.81131E+11,214996493,2020
LG전자,4.82042E+13,3.06621E+13,1.75421E+13,2.06379E+12,2020
하이스틸,2.39658E+11,1.13613E+11,1.26045E+11,-1259003290,2020
위메이드,3.23371E+11,67350352265,2.5602E+11,-18361927120,2020
로보스타,1.43057E+11,59200705093,83856400206,-13225544596,2020
HLB테라퓨틱스,1.21938E+11,21632276820,1.00306E+11,-17400547675,2020
진도,1.28454E+11,31364731748,97089247684,-1810582912,2020
메디톡스,4.67764E+11,2.22962E+11,2.44802E+11,-30038850866,2020
아모레퍼시픽,5.70192E+12,1.23752E+12,4.4644E+12,21869011689,2020
SK이노베이션,3.84981E+13,2.30397E+13,1.54585E+13,1.59201E+12,2020
HJ중공업,2.19386E+12,1.87385E+12,3.20003E+11,78346000000,2020
화인베스틸,1.77775E+11,1.01455E+11,76319231657,-15522705200,2020
알서포트,75495212030,15257971872,60237240158,-1239392207,2020
레고켐바이오,1.35912E+11,23786163817,1.12126E+11,-6986261219,2020
미원화학,1.25336E+11,12430856368,1.12905E+11,13777057414,2020
넷마블,8.22343E+12,2.57283E+12,5.6506E+12,3.38047E+11,2020
한국타이어앤테크놀로지,1.06585E+13,3.2464E+12,7.41215E+12,3.85205E+11,2020
서연이화,1.80384E+12,1.17177E+12,6.32066E+11,-40833000718,2020
디와이파워,2.8781E+11,98753238969,1.89056E+11,25410370866,2020
원익IPS,1.09964E+12,4.36614E+11,6.63028E+11,97818821139,2020
현대에너지솔루션,4.58242E+11,1.29498E+11,3.28744E+11,6223748043,2020
한일시멘트,2.39966E+12,1.04142E+12,1.35824E+12,99984084719,2020
경농,3.71526E+11,1.60153E+11,2.11372E+11,10459503607,2020
고려제강,2.24573E+12,7.82791E+11,1.46294E+12,2725914319,2020
인지컨트롤스,5.1131E+11,3.24223E+11,1.87087E+11,-2665891114,2020
국도화학,9.30558E+11,3.78315E+11,5.52243E+11,30768934687,2020
케이씨씨,1.23476E+13,7.10158E+12,5.246E+12,5.60873E+11,2020
LG이노텍,6.0386E+12,3.61091E+12,2.42769E+12,2.36128E+11,2020
기신정기,2.51676E+11,14432033972,2.37244E+11,8687792835,2020
휴니드테크놀러지스,2.50471E+11,1.31164E+11,1.19307E+11,5712919769,2020
KR모터스,1.55873E+11,1.06028E+11,49845053652,-11486011938,2020
깨끗한나라,5.6305E+11,3.46241E+11,2.1681E+11,38291329441,2020
대한항공,2.51901E+13,2.18783E+13,3.31172E+12,-2.30019E+11,2020
동방아그로,1.96027E+11,54235749695,1.41791E+11,6731223924,2020
TYM,6.56859E+11,4.86126E+11,1.70734E+11,6416878425,2020
진원생명과학,1.36571E+11,38061743643,98508792118,-18648412113,2020
동진쎄미켐,9.60792E+11,5.22784E+11,4.38008E+11,85257903462,2020
GS건설,1.37707E+13,9.45856E+12,4.31212E+12,3.29676E+11,2020
롯데지주,1.668E+13,8.84892E+12,7.83111E+12,-2.38879E+11,2020
만호제강,2.4975E+11,17451273983,2.32299E+11,1271123642,2020
명문제약,2.43025E+11,1.5225E+11,90774789329,-27753013559,2020
방림,2.36854E+11,44904870692,1.91949E+11,5114514328,2020
인스코비,76233775832,33050533806,43183242026,9096422858,2020
AK홀딩스,4.15209E+12,2.9086E+12,1.2435E+12,-2.65775E+11,2020
에스엘,2.33896E+12,9.13789E+11,1.42517E+12,64203074571,2020
체시스,78634263514,55744637399,22889626115,-4009542742,2020
삼성엔지니어링,4.75558E+12,3.17384E+12,1.58174E+12,2.52136E+11,2020
삼화페인트공업,5.94293E+11,3.01978E+11,2.92315E+11,6482790593,2020
성신양회,1.09027E+12,6.82849E+11,4.07418E+11,10140408620,2020
SG세계물산,2.67196E+11,70956780522,1.96239E+11,-10351536369,2020
신도리코,9.16234E+11,67712531650,8.48522E+11,-13416107380,2020
신송홀딩스,1.67829E+11,77261903927,90567106430,2771232829,2020
에스엠코어,92894961096,23113378493,69781582603,-636365811,2020
지투알,5.30367E+11,3.85038E+11,1.45329E+11,9037544725,2020
우신시스템,3.24517E+11,2.24285E+11,1.00232E+11,-14012532662,2020
에이엔피,1.03908E+11,63222191027,40685485830,-24690992799,2020
유유제약,1.54901E+11,37864565521,1.17036E+11,2412605436,2020
아센디오,27365808144,7425770210,19940037934,-5908709387,2020
일동홀딩스,7.99397E+11,4.93789E+11,3.05608E+11,-31271398454,2020
하이트진로,3.29778E+12,2.22351E+12,1.07428E+12,86628492346,2020
센트럴인사이트,20683997069,11560677358,9123319711,-11696934179,2020
한국단자공업,9.85178E+11,2.20972E+11,7.64206E+11,57722621409,2020
한솔테크닉스,5.91392E+11,3.12289E+11,2.79103E+11,26185818033,2020
유나이티드,3.53433E+11,76542018608,2.76891E+11,26613256986,2020
한화,1.91178E+14,1.72671E+14,1.85072E+13,7.40501E+11,2020
한농화성,1.71371E+11,40522139562,1.30849E+11,12986053113,2020
한미반도체,3.26967E+11,69876325235,2.57091E+11,50131485364,2020
한진중공업홀딩스,1.83719E+12,1.4806E+12,3.56585E+11,-3605000000,2020
유수홀딩스,4.98245E+11,1.09944E+11,3.88301E+11,62940465244,2020
동일산업,4.17501E+11,57018140195,3.60482E+11,8015170130,2020
미래산업,95757333089,31682005163,64075327926,-6722372567,2020
BGF,1.6582E+12,1.21105E+11,1.5371E+12,17880953455,2020
네패스,8.01694E+11,5.41089E+11,2.60605E+11,-62661070422,2020
티씨케이,3.08579E+11,38114183861,2.70464E+11,60513889853,2020
대원전선,1.92013E+11,1.06632E+11,85380716738,2314049729,2020
케이티알파,2.80646E+11,86729220327,1.93917E+11,-4197120421,2020
주연테크,57589967430,19927979564,37661987866,-2981610930,2020
현대로템,4.19737E+12,2.85122E+12,1.34615E+12,22409492000,2020
새론오토모티브,2.48085E+11,30173635594,2.17912E+11,6154729815,2020
다스코,2.49544E+11,1.30077E+11,1.19467E+11,-7887779442,2020
LG화학,4.13889E+13,2.25985E+13,1.87904E+13,6.82408E+11,2020
NHN한국사이버결제,3.74657E+11,2.20563E+11,1.54094E+11,29888480188,2020
현대글로비스,1.08987E+13,5.83234E+12,5.06637E+12,6.06143E+11,2020
HSD엔진,7.233E+11,5.29172E+11,1.94128E+11,6048165320,2020
유니온머티리얼,1.84456E+11,1.01283E+11,83173107874,-1373788568,2020
현대홈쇼핑,2.69311E+12,8.98308E+11,1.7948E+12,1.12708E+11,2020
세이브존I&C,5.59381E+11,1.07306E+11,4.52076E+11,9909637433,2020
대웅제약,1.36691E+12,6.71659E+11,6.95249E+11,24148065662,2020
메타랩스,77019665045,23555344652,53464320393,-19340233269,2020
이아이디,2.25853E+11,78640062741,1.47212E+11,-22444302318,2020
금호타이어,3.8462E+12,2.67861E+12,1.16759E+12,-82939299960,2020
GS,2.44768E+13,1.37203E+13,1.07565E+13,-1.87776E+11,2020
비상교육,2.63231E+11,67288899564,1.95942E+11,-14904335734,2020
동양고속,1.67886E+11,60838463226,1.07047E+11,-16411366984,2020
아미코젠,2.83368E+11,90634027344,1.92734E+11,32290739286,2020
KPX홀딩스,1.69866E+12,3.61946E+11,1.33671E+12,1.94061E+11,2020
와이지엔터테인먼트,5.42818E+11,1.20266E+11,4.22552E+11,3150284532,2020
에어부산,1.03449E+12,9.24224E+11,1.10267E+11,-1.28472E+11,2020
일진전기,7.90379E+11,4.81495E+11,3.08884E+11,4818812413,2020
LX하우시스,2.38537E+12,1.54816E+12,8.37215E+11,-79466000000,2020
씨젠,1.09457E+12,4.48169E+11,6.46406E+11,5.03147E+11,2020
메지온,75625433817,18815705288,56809728529,-16803982522,2020
사람인에이치알,1.45552E+11,20495710698,1.25057E+11,21620057289,2020
이마트,2.23404E+13,1.18438E+13,1.04966E+13,3.62573E+11,2020
삼성바이오로직스,6.4242E+12,1.82542E+12,4.59878E+12,2.40975E+11,2020
두산밥캣,6.96061E+12,2.8868E+12,4.0738E+12,2.47454E+11,2020
삼양패키징,5.64505E+11,2.56763E+11,3.07742E+11,32297000000,2020
와이즈버즈,68798556884,32350942541,36447614343,-2143900017,2020
롯데제과,2.64304E+12,1.36314E+12,1.2799E+12,41725589912,2020
강남제비스코,7.12156E+11,1.29657E+11,5.82499E+11,25067503622,2020
에이프로젠제약,6.15309E+11,16952930069,5.98356E+11,18917569957,2020
경인전자,57835598428,3767675908,54067922520,1350532788,2020
고려산업,2.16577E+11,1.13938E+11,1.02639E+11,6765681684,2020
극동유화,2.92655E+11,1.19909E+11,1.72746E+11,7172430393,2020
현대그린푸드,3.06847E+12,8.78288E+11,2.19018E+12,81562551000,2020
금호전기,67783031106,63542468865,4240562241,-24340513842,2020
대구백화점,5.08656E+11,2.4631E+11,2.62346E+11,-17803714379,2020
대림통상,1.59653E+11,83223321134,76430013033,-12804155525,2020
대양금속,1.16257E+11,40491315586,75765737615,-651416332,2020
디아이씨,6.04617E+11,5.33975E+11,70642454866,-1.19098E+11,2020
대한제분,1.08488E+12,3.04081E+11,7.80799E+11,20812924021,2020
케이비아이동국실업,5.66142E+11,3.9637E+11,1.69772E+11,-11427243423,2020
TCC스틸,3.06759E+11,1.85628E+11,1.21131E+11,-1687460207,2020
동원산업,3.10603E+12,1.81088E+12,1.29514E+12,2.43645E+11,2020
동원수산,98150228206,49992275960,48157952246,-3351799943,2020
LG,2.42823E+13,3.42098E+12,2.08613E+13,1.54066E+12,2020
롯데푸드,1.28654E+12,5.25343E+11,7.61196E+11,70229440890,2020
문배철강,1.87691E+11,68606174258,1.19084E+11,8612102207,2020
포스코인터내셔널,8.32804E+12,5.16717E+12,3.16087E+12,2.29524E+11,2020
삼성공조,2.58205E+11,35616240675,2.22588E+11,5388558395,2020
F&F 홀딩스,8.17829E+11,2.66105E+11,5.51724E+11,85358337004,2020
삼영무역,5.33232E+11,1.11949E+11,4.21282E+11,34664568581,2020
삼익악기,6.22372E+11,3.99475E+11,2.22897E+11,9961370430,2020
CJ프레시웨이,1.12278E+12,8.36543E+11,2.86235E+11,-42517696613,2020
삼호개발,3.12804E+11,1.0142E+11,2.11384E+11,18777147046,2020
삼화전기,1.3704E+11,69343133469,67696764008,5776535708,2020
까뮤이앤씨,1.66218E+11,83452574818,82765538910,9202738387,2020
상신브레이크,4.40015E+11,2.69841E+11,1.70173E+11,-2322556075,2020
서울도시가스,1.68971E+12,6.55228E+11,1.03448E+12,1.31241E+11,2020
서울식품공업,74752324859,46385830049,28366494810,-2496533210,2020
선도전기,1.75592E+11,82319284585,93272729747,2506054567,2020
성안,3.12761E+11,2.46638E+11,66123040151,-26213786522,2020
신성이엔지,4.23442E+11,2.31976E+11,1.76363E+11,-13722905834,2020
신풍제약,4.8715E+11,1.1282E+11,3.7433E+11,5045736921,2020
키다리스튜디오,48155283189,20963820258,27191462931,72730259,2020
영보화학,1.7472E+11,27197470265,1.47522E+11,2658898067,2020
오리콤,1.72324E+11,90243817917,82079840862,766525093,2020
일양약품,4.39117E+11,1.94195E+11,2.44922E+11,21545309774,2020
자화전자,3.55988E+11,83535078752,2.72453E+11,-6339609808,2020
CJ,4.0025E+13,2.46287E+13,1.53962E+13,2.04008E+11,2020
종근당홀딩스,1.25845E+12,4.18151E+11,8.40301E+11,1.13622E+11,2020
크라운해태홀딩스,1.09337E+12,6.0623E+11,4.8714E+11,40339623173,2020
태림포장,5.66786E+11,2.42365E+11,3.24421E+11,4544661356,2020
태평양물산,6.75981E+11,4.98738E+11,1.77243E+11,-12389206913,2020
비츠로셀,1.88284E+11,32439065970,1.55845E+11,14129260569,2020
SK텔레콤,4.7907E+13,2.35107E+13,2.43962E+13,1.50054E+12,2020
DB하이텍,1.17858E+12,3.83997E+11,7.94585E+11,1.66026E+11,2020
한샘,1.22951E+12,6.00608E+11,6.28902E+11,66840591853,2020
한성기업,1.95752E+11,1.45267E+11,50485014785,2265625673,2020
서연,2.15101E+12,1.32442E+12,8.2659E+11,-25537869179,2020
한일철강,2.95058E+11,1.46275E+11,1.48783E+11,-4792863759,2020
현대건설,1.79393E+13,9.1729E+12,8.76638E+12,2.27697E+11,2020
현대코퍼레이션,1.21906E+12,9.04595E+11,3.14464E+11,49362974090,2020
호텔신라,2.89384E+12,2.26989E+12,6.23956E+11,-3.02061E+11,2020
화승인더스트리,1.43348E+12,8.06234E+11,6.27248E+11,49917298008,2020
화신,8.2266E+11,5.67E+11,2.55661E+11,-54248883110,2020
한섬,1.43854E+12,3.12512E+11,1.12603E+12,84888784490,2020
케이엠더블유,3.87824E+11,1.43834E+11,2.4399E+11,26638247086,2020
강원랜드,3.64163E+12,3.94604E+11,3.24703E+12,-2.75879E+11,2020
팜스코,9.89344E+11,6.82192E+11,3.07152E+11,11482259930,2020
신세계푸드,8.87205E+11,6.03925E+11,2.8328E+11,-21984368653,2020
상상인,3.60593E+12,2.91439E+12,6.91541E+11,64319441651,2020
대아티아이,1.67986E+11,63250165026,1.04736E+11,7285580770,2020
진양화학,38258641605,10653288367,27605353238,826101522,2020
텔코웨어,1.23097E+11,13083158049,1.10013E+11,1867186027,2020
휴비스,8.72859E+11,3.97072E+11,4.75787E+11,82630762974,2020
현대오토에버,1.07703E+12,5.14646E+11,5.62381E+11,60786032656,2020
리노공업,3.61533E+11,24192132028,3.37341E+11,55378772170,2020
티비에이치글로벌,1.39429E+11,61332793266,78095797548,-30794073447,2020
멀티캠퍼스,1.93276E+11,73081855912,1.20194E+11,10599484073,2020
현대백화점,8.70703E+12,3.67474E+12,3.88947E+12,1.05057E+11,2020
비에이치,5.6112E+11,2.44143E+11,3.16977E+11,25903845202,2020
다이나믹디자인,1.51158E+11,86954566764,64203035260,-38441851842,2020
이엔플러스,90581867981,35058083637,55523784344,-14091243788,2020
STX엔진,8.09261E+11,5.42791E+11,2.6647E+11,20647000000,2020
LIG넥스원,2.59561E+12,1.9231E+12,6.72509E+11,57881698047,2020
다원시스,6.11544E+11,3.88967E+11,2.22578E+11,14722049949,2020
코오롱생명과학,2.48338E+11,1.90381E+11,57957133077,-43195228749,2020
유진테크,2.9396E+11,44957125250,2.49003E+11,9856634287,2020
이노션,2.04398E+12,1.26E+12,7.83975E+11,84276965002,2020
쌍방울,3.50525E+11,1.35141E+11,2.15384E+11,-16110819823,2020
콜마비앤에이치,5.07957E+11,1.80364E+11,3.27593E+11,80087256015,2020
해성디에스,3.83212E+11,1.51373E+11,2.31839E+11,29989719980,2020
화승엔터프라이즈,1.15496E+12,6.17495E+11,5.37461E+11,41458632241,2020
크라운제과,3.2704E+11,1.74367E+11,1.52673E+11,16206196525,2020
매일유업,7.44817E+11,3.04685E+11,4.40131E+11,57653481257,2020
BGF리테일,2.37117E+12,1.67434E+12,6.96828E+11,1.22711E+11,2020
KG케미칼,4.32354E+12,2.81586E+12,1.50768E+12,1.54664E+11,2020
경동나비엔,7.34689E+11,3.86525E+11,3.48164E+11,41637325058,2020
경방,1.2649E+12,5.22972E+11,7.4193E+11,13025702736,2020
계룡건설산업,2.07025E+12,1.46425E+12,6.06002E+11,95413721382,2020
광명전기,1.65885E+11,56097483957,1.09787E+11,4529827099,2020
남광토건,2.04019E+11,1.37717E+11,66301955937,13761610897,2020
사조대림,1.12414E+12,6.72516E+11,4.51627E+11,36150823097,2020
대림비앤코,3.26325E+11,1.68485E+11,1.5784E+11,-1769021340,2020
삼일씨엔에스,3.26398E+11,49036057696,2.77362E+11,-1035552458,2020
대한화섬,7.22306E+11,1.15099E+11,6.07207E+11,16203021238,2020
대현,2.52923E+11,49378450233,2.03545E+11,9018284054,2020
동방,5.26822E+11,4.10052E+11,1.1677E+11,13396836808,2020
동부건설,9.54234E+11,4.9438E+11,4.59854E+11,44325414272,2020
동양,9.9676E+11,2.17174E+11,7.79586E+11,-28909958543,2020
DRB동일,7.76435E+11,3.12819E+11,4.63615E+11,6267806548,2020
무림P&P,1.43044E+12,8.29023E+11,6.01417E+11,-7568352483,2020
핸즈코퍼레이션,8.44136E+11,5.29392E+11,3.14744E+11,-8183681617,2020
두올,4.05736E+11,2.22317E+11,1.83419E+11,5719211043,2020
모나미,1.95682E+11,1.05892E+11,89789336732,51406535,2020
미원상사,3.28955E+11,61380690918,2.67574E+11,51848333045,2020
태경비케이,2.95877E+11,87140849900,2.08737E+11,9147909842,2020
사조씨푸드,3.11639E+11,1.00811E+11,2.10829E+11,7842235337,2020
삼아알미늄,2.07543E+11,97148386166,1.10394E+11,3511621075,2020
삼영전자공업,5.13874E+11,22979316745,4.90894E+11,11424172220,2020
삼일제약,1.91661E+11,1.2811E+11,63551208750,1340563617,2020
포스코엠텍,1.30303E+11,33902814084,96400594189,9409919553,2020
삼정펄프,2.32781E+11,21806866505,2.10974E+11,26856455616,2020
코스모신소재,3.62323E+11,1.85519E+11,1.76804E+11,11736404500,2020
서울반도체,1.33016E+12,5.39395E+11,7.90763E+11,29027319922,2020
세하,1.89544E+11,1.01774E+11,87770913006,13282298403,2020
신대양제지,8.09132E+11,2.09644E+11,5.99488E+11,45706345974,2020
무림페이퍼,2.19498E+12,1.55013E+12,6.4485E+11,-37848772323,2020
유니켐,2.85804E+11,1.82219E+11,1.03585E+11,11193674808,2020
에넥스,1.12938E+11,67681050122,45256582141,-8893062172,2020
한솔로지스틱스,1.95972E+11,1.41322E+11,54649886862,8688690534,2020
영풍제지,2.02118E+11,75568184418,1.26549E+11,8524501268,2020
사조오양,3.18742E+11,1.3395E+11,1.84792E+11,18457163995,2020
동서,1.52577E+12,1.28514E+11,1.39726E+12,1.20589E+11,2020
파미셀,69744383196,12639164855,57105218341,5241801250,2020
이구산업,2.71665E+11,1.69397E+11,1.02268E+11,1896399130,2020
인천도시가스,3.40212E+11,1.4854E+11,1.91671E+11,11385367826,2020
일진홀딩스,1.1585E+12,6.38964E+11,5.19537E+11,16834021875,2020
하림지주,9.36368E+12,5.90902E+12,3.45465E+12,1.73597E+11,2020
제일파마홀딩스,8.87395E+11,3.88111E+11,4.99284E+11,14941061708,2020
퍼스텍,1.80653E+11,1.35939E+11,44713891325,7130774233,2020
조광피혁,3.43162E+11,28284867797,3.14877E+11,19653625604,2020
조선내화,1.24628E+12,5.13632E+11,7.32646E+11,39702328575,2020
아이에이치큐,1.4632E+11,27655370330,1.18664E+11,-18248434484,2020
포스코 ICT,6.84445E+11,3.14482E+11,3.69963E+11,8996905609,2020
롯데하이마트,3.34919E+12,1.42324E+12,1.92595E+12,28721345987,2020
NICE,2.73036E+12,1.48076E+12,1.2496E+12,52928234156,2020
한전기술,7.00291E+11,2.01217E+11,4.99075E+11,20160083357,2020
한전KPS,1.34987E+12,2.98187E+11,1.05168E+12,87058311859,2020
한국전자홀딩스,4.12244E+11,2.04747E+11,2.07497E+11,-34799537719,2020
한국카본,4.78319E+11,97788638535,3.80531E+11,57379486137,2020
한국프랜지공업,6.67999E+11,4.31038E+11,2.3696E+11,11424414939,2020
한신기계공업,95212694305,12873520273,82339174032,3460528542,2020
DB,4.72491E+11,1.58787E+11,3.13705E+11,6271086203,2020
한일현대시멘트,5.62929E+11,3.07055E+11,2.55874E+11,62782323502,2020
더존비즈온,7.98975E+11,4.00994E+11,3.97981E+11,57901330603,2020
신일전자,1.10599E+11,35333284305,75265370010,8015379244,2020
인팩,3.19763E+11,2.05338E+11,1.14424E+11,7594577529,2020
에스제이엠홀딩스,3.08348E+11,60442218629,2.47906E+11,5010390126,2020
유진기업,4.70866E+12,3.90057E+12,8.08088E+11,49894997649,2020
황금에스티,4.52295E+11,1.50228E+11,3.02067E+11,19972692133,2020
지니뮤직,2.50538E+11,88487569863,1.6205E+11,9471844621,2020
현대에버다임,2.49859E+11,66127406779,1.83732E+11,-7109651637,2020
하나제약,2.76579E+11,44197791332,2.32382E+11,14892864952,2020
YG PLUS,1.50978E+11,46829152368,1.04149E+11,-7469923477,2020
제이에스코퍼레이션,5.04396E+11,3.53701E+11,1.50695E+11,2319864840,2020
에스에프에이,1.7994E+12,5.1989E+11,1.27951E+12,1.18645E+11,2020
헬릭스미스,4.78137E+11,1.9778E+11,2.80357E+11,-85584138023,2020
용평리조트,9.11905E+11,5.34134E+11,3.77771E+11,-17562112952,2020
아프리카TV,2.92038E+11,1.44478E+11,1.47559E+11,36260333991,2020
